itemID	zoteroKey	itemType	title	authors	date	DOI	collections	attachment_count	attachment_available_count	attachment_paths
604	GPNNG4GG	journalArticle	The CathPilot: A Novel Approach for Accurate Interventional Device Steering and Tracking	James J. Zhou; Amaar Quadri; Alykhan Sewani; Yara Alawneh; Rene Gilliland-Rocque; Christopher Magnin; Andrew Dueck; Graham A. Wright; M. Ali Tavallaei	2022-12	10.1109/TMECH.2022.3188955	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\B2DWXTKM\Zhou 等 - 2022 - The CathPilot A Novel Approach for Accurate Interventional Device Steering and Tracking.pdf [可用]
606	7UIRJ464	journalArticle	In-Vivo Validation of a Novel Robotic Platform for Endovascular Intervention	Giulio Dagnino; Dennis Kundrat; Trevor M. Y. Kwok; Mohamed E. M. K. Abdelaziz; Wenqiang Chi; Anh Nguyen; Celia Riga; Guang-Zhong Yang	2023-06	10.1109/TBME.2022.3227734	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\U8RPKZ5K\Dagnino 等 - 2023 - In-Vivo Validation of a Novel Robotic Platform for Endovascular Intervention.pdf [可用]
608	TDMWIIII	journalArticle	An investigation of friction-based tendon sheath model appropriate for control purposes	T. N. Do; T. Tjahjowidodo; M. W. S. Lau; S. J. Phee	2014-01	10.1016/j.ymssp.2013.08.014	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\R5RHCQGT\Do 等 - 2014 - An investigation of friction-based tendon sheath model appropriate for control purposes.pdf [可用]
642	6ERAX8BB	journalArticle	Robust Three-Dimensional Shape Sensing for Flexible Endoscopic Surgery Using Multi-Core FBG Sensors	Yiang Lu; Bo Lu; Bin Li; Huanhuan Guo; Yun-hui Liu	2021-07	10.1109/LRA.2021.3067279	血管介入 / 中期	1	1	C:\Users\Sui\Zotero\storage\K5GAEHB3\Lu 等 - 2021 - Robust Three-Dimensional Shape Sensing for Flexible Endoscopic Surgery Using Multi-Core FBG Sensors.pdf [可用]
644	ZJBV7LUB	journalArticle	腔道介入交互约束下的柔性机器人具身形态感知方法	黎定佳; 郭钰琪; 杨永明; 李锐; 刘连庆; 刘浩	2025-07	10.13973/j.cnki.robot.250202	血管介入 / 中期	2	2	C:\Users\Sui\Zotero\storage\KFN9A6QQ\黎定佳 等 - 2025 - 腔道介入交互约束下的柔性机器人具身形态感知方法.pdf [可用] | C:\Users\Sui\Zotero\storage\7V74SZG5\j.cnki.robot.html [可用]
647	PXUGKXPF	journalArticle	Coiled tubing friction reduction of plug milling in long horizontal well with vibratory tool	Yongquan Hu; Jin Zhao; Jinzhou Zhao; Chaoneng Zhao; Qiang Wang; Xing Zhao; Yan Zhang	2019-06	10.1016/j.petrol.2019.02.042	血管介入 / 中期	2	2	C:\Users\Sui\Zotero\storage\9E3EXF4U\S0920410519301792.html [可用] | C:\Users\Sui\Zotero\storage\LL5L8QL4\Hu 等 - 2019 - Coiled tubing friction reduction of plug milling in long horizontal well with vibratory tool.pdf [可用]
650	928B9ZG3	journalArticle	Slip instability and state variable friction laws	Andy Ruina	1983	10.1029/JB088iB12p10359	血管介入 / 中期	2	2	C:\Users\Sui\Zotero\storage\MXJE4ZF8\JB088iB12p10359.html [可用] | C:\Users\Sui\Zotero\storage\6I2UNX28\Ruina - 1983 - Slip instability and state variable friction laws.pdf [可用]
654	9RJBLIX8	journalArticle	Backlash characterization and position control of a robotic catheter manipulator using experimentally-based kinematic model	S. Hasanzadeh; F. Janabi-Sharifi; P. Keenan	2017-06	10.1016/j.mechatronics.2017.05.002	血管介入 / 反冲补偿	1	1	C:\Users\Sui\Zotero\storage\ZRNDBJPG\S0957415817300624.html [可用]
656	P77BZIUJ	journalArticle	Robotic catheter cardiac ablation combining ultrasound guidance and force control	Samuel B. Kesner; Robert D. Howe	2014-04	10.1177/0278364913511350	血管介入 / 反冲补偿	4	4	C:\Users\Sui\Zotero\storage\KKPX6RCI\Kesner和Howe - 2014 - Robotic catheter cardiac ablation combining ultrasound guidance and force control.pdf [可用] | C:\Users\Sui\Zotero\storage\NJ9H95G3\Kesner和Howe - 2014 - Robotic catheter cardiac ablation combining ultrasound guidance and force control-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\YSK4BDSB\Kesner和Howe - 2014 - Robotic catheter cardiac ablation combining ultrasound guidance and force control-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\ZDUIK2FV\Kesner和Howe - 2014 - Robotic catheter cardiac ablation combining ultrasound guidance and force control-mono-cut.pdf [可用]
660	BI6R6P2J	journalArticle	Modeling and Identification of Elastic Robot Joints With Hysteresis and Backlash	Michael Ruderman; Frank Hoffmann; Torsten Bertram	2009-10	10.1109/TIE.2009.2015752	血管介入 / 反冲补偿	1	1	C:\Users\Sui\Zotero\storage\TBYIWBKC\Ruderman 等 - 2009 - Modeling and Identification of Elastic Robot Joints With Hysteresis and Backlash.pdf [可用]
662	9LRHKJFC	conferencePaper	Algorithms for Automated Pointing of Cardiac Imaging Catheters	Paul M. Loschak; Laura J. Brattain; Robert D. Howe	2014	10.1007/978-3-319-13410-9_10	血管介入 / 反冲补偿	1	1	C:\Users\Sui\Zotero\storage\YWUU8DIG\Loschak 等 - 2014 - Algorithms for Automated Pointing of Cardiac Imaging Catheters.pdf [可用]
664	5BNHEJ84	journalArticle	Adaptive Control of Systems with Backlash	Gang Tao; P. V. Kokotović	1992-07	10.1016/S1474-6670(17)50717-X	血管介入 / 反冲补偿	1	1	C:\Users\Sui\Zotero\storage\9GRV4A8I\S147466701750717X.html [可用]
666	HNR5ZWI6	journalArticle	Adaptive Fuzzy Tracking Control of Nonlinear Systems With Asymmetric Actuator Backlash Based on a New Smooth Inverse	Guanyu Lai; Zhi Liu; Yun Zhang; C. L. Philip Chen	2016-06	10.1109/TCYB.2015.2443877	血管介入 / 反冲补偿	1	1	C:\Users\Sui\Zotero\storage\3873LFYQ\Lai 等 - 2016 - Adaptive Fuzzy Tracking Control of Nonlinear Systems With Asymmetric Actuator Backlash Based on a Ne.pdf [可用]
668	CDBH69GQ	conferencePaper	Robotic motion compensation for beating intracardiac surgery	Shelten G. Yuen; Daniel T. Kettler; Robert D. Howe	2008-12	10.1109/ICARCV.2008.4795589	血管介入 / 反冲补偿	3	3	C:\Users\Sui\Zotero\storage\AABRED7D\Yuen 等 - 2008 - Robotic motion compensation for beating intracardiac surgery.pdf [可用] | C:\Users\Sui\Zotero\storage\KWK67LB6\Yuen 等 - 2008 - Robotic motion compensation for beating intracardiac surgery-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\N8SF9DKN\Yuen 等 - 2008 - Robotic motion compensation for beating intracardiac surgery-dual.pdf [可用]
738	FJABSLR3	journalArticle	Multi-point bending operation force detection method of catheter-based on rotary clamping delivery	Baozhen Ren; Yan Zhao; Jianhua Zhang; Chang Wang; Hui Li; Jianjun Zhang	2025-02	10.1016/j.sna.2024.116128	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\HLX7P2EN\S0924424724011221.html [可用]
743	4QCRLIU8	journalArticle	Operating force information on-line acquisition of a novel slave manipulator for vascular interventional surgery	Yan Zhao; Shuxiang Guo; Nan Xiao; Yuxin Wang; Youxiang Li; Yuhua Jiang	2018-04	10.1007/s10544-018-0275-7	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\X5UYGCX2\Zhao 等 - 2018 - Operating force information on-line acquisition of a novel slave manipulator for vascular interventi.pdf [可用]
745	CGGKQ26X	journalArticle	Compensatory force measurement and multimodal force feedback for remote-controlled vascular interventional robot	Xianqiang Bao; Shuxiang Guo; Nan Xiao; Youxiang Li; Liwei Shi	2018-08	10.1007/s10544-018-0318-0	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\XAIKCKDY\Bao 等 - 2018 - Compensatory force measurement and multimodal force feedback for remote-controlled vascular interven.pdf [可用]
747	FPVQVJHM	journalArticle	A cooperation of catheters and guidewires-based novel remote-controlled vascular interventional robot	Xianqiang Bao; Shuxiang Guo; Nan Xiao; Youxiang Li; Cheng Yang; Yuhua Jiang	2018-02	10.1007/s10544-018-0261-0	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\A7YYVKP9\Bao 等 - 2018 - A cooperation of catheters and guidewires-based novel remote-controlled vascular interventional robo.pdf [可用]
752	3P5JKC4Q	journalArticle	Design and Evaluation of a Haptic Robot-Assisted Catheter Operating System With Collision Protection Function	Peng Shi; Shuxiang Guo; Linshuai Zhang; Xiaoliang Jin; Hideyuki Hirata; Takashi Tamiya; Masahiko Kawanishi	2021-09	10.1109/JSEN.2021.3095187	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\GC68C29N\Shi 等 - 2021 - Design and Evaluation of a Haptic Robot-Assisted Catheter Operating System With Collision Protection.pdf [可用]
753	L8GYTEPZ	journalArticle	Total Force Analysis and Safety Enhancing for Operating Both Guidewire and Catheter in Endovascular Surgery	Xiaoliang Jin; Shuxiang Guo; Jian Guo; Peng Shi; Takashi Tamiya; Masahiko Kawanishi; Hideyuki Hirata	2021-10	10.1109/JSEN.2021.3107188	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\XI5944YD\Jin 等 - 2021 - Total Force Analysis and Safety Enhancing for Operating Both Guidewire and Catheter in Endovascular.pdf [可用]
756	WJ49N8BY	journalArticle	Active Suppression Method of Dangerous Behaviors for Robot-Assisted Vascular Interventional Surgery	Xiaoliang Jin; Shuxiang Guo; Jian Guo; Peng Shi; Masahiko Kawanishi; Hideyuki Hirata	2022	10.1109/TIM.2022.3170997	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\X5NS23BQ\Jin 等 - 2022 - Active Suppression Method of Dangerous Behaviors for Robot-Assisted Vascular Interventional Surgery.pdf [可用]
757	IA6MRC93	journalArticle	A Bimodal Detection-Based Tremor Suppression System for Vascular Interventional Surgery Robots	Xinming Li; Shuxiang Guo; Peng Shi; Xiaoliang Jin; Masahiko Kawanishi; Keisuke Suzuki	2022	10.1109/TIM.2022.3216367	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\EKCRILWQ\Li 等 - 2022 - A Bimodal Detection-Based Tremor Suppression System for Vascular Interventional Surgery Robots.pdf [可用]
758	DYT3LZ9N	journalArticle	A vascular interventional surgical robot based on surgeon’s operating skills	Cheng Yang; Shuxiang Guo; Xianqiang Bao; Nan Xiao; Liwei Shi; Youxiang Li; Yuhua Jiang	2019-09	10.1007/s11517-019-02016-8	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\6VI833VV\Yang 等 - 2019 - A vascular interventional surgical robot based on surgeon’s operating skills.pdf [可用]
765	APAWFP56	journalArticle	A Novel Robot-Assisted Endovascular Catheterization System With Haptic Force Feedback	Shuxiang Guo; Yu Song; Xuanchun Yin; Linshuai Zhang; Takashi Tamiya; Hideyuki Hirata; Hidenori Ishihara	2019-06	10.1109/TRO.2019.2896763	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\5LWPXSJJ\Guo 等 - 2019 - A Novel Robot-Assisted Endovascular Catheterization System With Haptic Force Feedback.pdf [可用]
769	DK6NRCL4	journalArticle	Design and performance evaluation of collision protection-based safety operation for a haptic robot-assisted catheter operating system	Linshuai Zhang; Shuxiang Guo; Huadong Yu; Yu Song; Takashi Tamiya; Hideyuki Hirata; Hidenori Ishihara	2018-02	10.1007/s10544-018-0266-8	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\UR6GWXNI\Zhang 等 - 2018 - Design and performance evaluation of collision protection-based safety operation for a haptic robot-.pdf [可用]
772	7W8HQDU4	journalArticle	Development of a Tactile Sensing Robot-Assisted System for Vascular Interventional Surgery	Xiaoliang Jin; Shuxiang Guo; Jian Guo; Peng Shi; Takashi Tamiya; Hideyuki Hirata	2021-05	10.1109/JSEN.2021.3066424	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\BRLFS3IS\Jin 等 - 2021 - Development of a Tactile Sensing Robot-Assisted System for Vascular Interventional Surgery.pdf [可用]
780	D2MBZ6BF	journalArticle	Frequency-Domain Decoupling-Correction Method for Wind Tunnel Strain-Gauge Balance	Shuang-Long Yang; Ke-Jun Xu	2013-09	10.1109/TIM.2013.2259100	血管介入 / 解耦方法	1	1	C:\Users\Sui\Zotero\storage\6IAAQM8X\Yang和Xu - 2013 - Frequency-Domain Decoupling-Correction Method for Wind Tunnel Strain-Gauge Balance.pdf [可用]
782	XTKLLX5V	journalArticle	Calibration and decoupling of multi-axis robotic Force/Moment sensors	Qiaokang Liang; Wanneng Wu; Gianmarc Coppola; Dan Zhang; Wei Sun; Yunjian Ge; Yaonan Wang	2018-02	10.1016/j.rcim.2017.08.008	血管介入 / 解耦方法	2	2	C:\Users\Sui\Zotero\storage\GQDK7DUX\Liang 等 - 2018 - Calibration and decoupling of multi-axis robotic ForceMoment sensors.pdf [可用] | C:\Users\Sui\Zotero\storage\JQKFF58E\S0736584516301867.html [可用]
785	PNPQTIYC	journalArticle	Six-Dimensional Force/Torque Sensor Based on Fiber Bragg Gratings With Low Coupling	Li Xiong; Yongxing Guo; Guozhang Jiang; Xinglin Zhou; Lin Jiang; Honghai Liu	2021-05	10.1109/TIE.2020.2982107	血管介入 / 解耦方法	1	1	C:\Users\Sui\Zotero\storage\8C4VFJCA\Xiong 等 - 2021 - Six-Dimensional ForceTorque Sensor Based on Fiber Bragg Gratings With Low Coupling.pdf [可用]
786	A68XY6QC	journalArticle	Shape optimization of a mechanically decoupled six-axis force/torque sensor	Min-Kyung Kang; Soobum Lee; Jung-Hoon Kim	2014-03	10.1016/j.sna.2014.01.001	血管介入 / 解耦方法	2	2	C:\Users\Sui\Zotero\storage\RXNPNZ72\Kang 等 - 2014 - Shape optimization of a mechanically decoupled six-axis forcetorque sensor.pdf [可用] | C:\Users\Sui\Zotero\storage\BBI5Q657\S092442471400003X.html [可用]
788	B2QDBG2J	journalArticle	Novel decoupling algorithm based on parallel voltage extreme learning machine (PV-ELM) for six-axis F/M sensors	Qiaokang Liang; Jianyong Long; Gianmarc Coppola; Dan Zhang; Wei Sun	2019-06	10.1016/j.rcim.2018.12.014	血管介入 / 解耦方法	2	2	C:\Users\Sui\Zotero\storage\YMBY593P\Liang 等 - 2019 - Novel decoupling algorithm based on parallel voltage extreme learning machine (PV-ELM) for six-axis.pdf [可用] | C:\Users\Sui\Zotero\storage\NWFWBVL9\S0736584518304198.html [可用]
800	S7E5KDNB	journalArticle	Simultaneous Hand–Eye, Tool–Flange, and Robot–Robot Calibration for Comanipulation by Solving the \mathbfAXB=YCZ Problem	Liao Wu; Jiaole Wang; Lin Qi; Keyu Wu; Hongliang Ren; Max Q.-H. Meng	2016-04	10.1109/TRO.2016.2530079	血管介入 / dsa标定	1	1	C:\Users\Sui\Zotero\storage\2BMLL9VK\Wu 等 - 2016 - Simultaneous Hand–Eye, Tool–Flange, and Robot–Robot Calibration for Comanipulation by Solving the m.pdf [可用]
802	TACQHBPY	journalArticle	A Dual Quaternion-Based Approach for Coordinate Calibration of Dual Robots in Collaborative Motion	Zhongtao Fu; Jiabin Pan; Emmanouil Spyrakos-Papastavridis; Xubing Chen; Miao Li	2020-07	10.1109/LRA.2020.2988407	血管介入 / dsa标定	1	1	C:\Users\Sui\Zotero\storage\2H3DRLYL\Fu 等 - 2020 - A Dual Quaternion-Based Approach for Coordinate Calibration of Dual Robots in Collaborative Motion.pdf [可用]
803	HFINY3VU	journalArticle	Simultaneous Calibration of Multicoordinates for a Dual-Robot System by Solving the AXB = YCZ Problem	Gang Wang; Wen-long Li; Cheng Jiang; Da-hu Zhu; He Xie; Xing-jian Liu; Han Ding	2021-08	10.1109/TRO.2020.3043688	血管介入 / dsa标定	1	1	C:\Users\Sui\Zotero\storage\AU7SS2ST\Wang 等 - 2021 - Simultaneous Calibration of Multicoordinates for a Dual-Robot System by Solving the AXB = YCZ Proble.pdf [可用]
806	M74QSQ7M	journalArticle	Unifying bilateral teleoperation and tele-impedance for enhanced user experience	Marco Laghi; Arash Ajoudani; Manuel G. Catalano; Antonio Bicchi	2020-03	10.1177/0278364919891773	血管介入 / 增强反馈透明度理论深度的论文 / 状态切换的稳定性	1	1	C:\Users\Sui\Zotero\storage\AGNVYJM3\Laghi 等 - 2020 - Unifying bilateral teleoperation and tele-impedance for enhanced user experience.pdf [可用]
808	TJ2QGVWQ	journalArticle	Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC	Nicola Piccinelli; Riccardo Muradore	2025	10.1109/TRO.2025.3554447	血管介入 / 增强反馈透明度理论深度的论文	7	7	C:\Users\Sui\Zotero\storage\URM2E9RC\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC.pdf [可用] | C:\Users\Sui\Zotero\storage\HSS67JRA\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\DSMKMHUJ\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\D8T2NXI7\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC-mono-cut.pdf [可用] | C:\Users\Sui\Zotero\storage\ABJW5BJX\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\TIT3R3NW\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\BISBH3NW\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC-mono-cut.pdf [可用]
810	BGL77J3X	journalArticle	Chattering-Free Time Domain Passivity Approach	Hyeonseok Choi; Ribin Balachandran; Jee-Hwan Ryu	2022-07	10.1109/TOH.2022.3178426	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\AS4MW3DM\Choi 等 - 2022 - Chattering-Free Time Domain Passivity Approach.pdf [可用]
812	2PACYKMP	journalArticle	Passivity-based bilateral shared variable impedance control for teleoperation compliant assembly	Renming Li; Min Cheng; Ruqi Ding	2023-11	10.1016/j.mechatronics.2023.103057	血管介入 / 增强反馈透明度理论深度的论文	5	5	C:\Users\Sui\Zotero\storage\TF4MN66Q\S0957415823001137.html [可用] | C:\Users\Sui\Zotero\storage\7KAK2TI4\Li 等 - 2023 - Passivity-based bilateral shared variable impedance control for teleoperation compliant assembly.pdf [可用] | C:\Users\Sui\Zotero\storage\QYZUXX62\Li 等 - 2023 - Passivity-based bilateral shared variable impedance control for teleoperation compliant assembly-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\JUBIHHW3\Li 等 - 2023 - Passivity-based bilateral shared variable impedance control for teleoperation compliant assembly-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\YAEK4PP3\Li 等 - 2023 - Passivity-based bilateral shared variable impedance control for teleoperation compliant assembly-mono-cut.pdf [可用]
815	KPIQBD9C	journalArticle	On the finite time force estimation for bilateral teleoperation of robot manipulators with time varying delays	Evert J. Guajardo-Benavides; Marco A. Arteaga	2023-09	10.1016/j.conengprac.2023.105622	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\75B7INX9\S0967066123001910.html [可用] | C:\Users\Sui\Zotero\storage\V9S6LUHR\Guajardo-Benavides和Arteaga - 2023 - On the finite time force estimation for bilateral teleoperation of robot manipulators with time vary.pdf [可用]
818	XPCRJ9FG	journalArticle	Position and Force Control of Bilateral Teleoperation Systems With Time-varying Delays Based on Force Estimation	You Wu; Xia Liu; Yong Yang	2024-01	10.1007/s12555-022-0891-0	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\WVL45EFB\Wu 等 - 2024 - Position and Force Control of Bilateral Teleoperation Systems With Time-varying Delays Based on Forc.pdf [可用]
820	C3Y2VCRE	journalArticle	Time-Varying Delayed Bilateral Teleoperation Without Force/Velocity Measurements	Alejandro Gutierrez-Giles; Alejandro Rodriguez-Angeles; Philipp Schleer; Marco A. Arteaga	2024-05	10.1109/TCST.2023.3335748	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\JTNKUTRL\Gutierrez-Giles 等 - 2024 - Time-Varying Delayed Bilateral Teleoperation Without ForceVelocity Measurements.pdf [可用]
822	JBTNEIEB	journalArticle	Observer-based adaptive force–position control for nonlinear bilateral teleoperation with time delay	Seyed Ali Mohamad Dehghan; Hamid Reza Koofigar; Hamid Sadeghian; Mohsen Ekramian	2021-02	10.1016/j.conengprac.2020.104679	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\DBSKPZY9\S0967066120302495.html [可用] | C:\Users\Sui\Zotero\storage\LRIVES86\Dehghan 等 - 2021 - Observer-based adaptive force–position control for nonlinear bilateral teleoperation with time delay.pdf [可用]
831	BLFJLD6X	journalArticle	Safety-enhanced observer-based adaptive fuzzy synchronization control framework for teleoperation systems	Ali Mehrjouyan; Mohammad B. Menhaj; Amir Hooshiar	2023-09	10.1016/j.ejcon.2023.100885	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\7RY3FUHT\S0947358023001139.html [可用] | C:\Users\Sui\Zotero\storage\V4SX4D47\Mehrjouyan 等 - 2023 - Safety-enhanced observer-based adaptive fuzzy synchronization control framework for teleoperation sy.pdf [可用]
834	ZDJSIIPJ	journalArticle	Robust observer-based adaptive synchronization control of uncertain nonlinear bilateral teleoperation systems under time-varying delay	Ali Mehrjouyan; Mohammad B. Menhaj; Mohammad A. Khosravi	2021-09	10.1016/j.measurement.2021.109542	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\2S6KA9W9\S0263224121005194.html [可用] | C:\Users\Sui\Zotero\storage\CIBG9XE5\Mehrjouyan 等 - 2021 - Robust observer-based adaptive synchronization control of uncertain nonlinear bilateral teleoperatio.pdf [可用]
837	FTNJJSNZ	journalArticle	Transparency-enhanced observer-based adaptive backstepping torque–position control for teleoperation systems with position error constraint and time-varying delay	Ali Mehrjouyan; Mohammad B. Menhaj; Erfan Askarzadeh; Amir Hooshiar	2025-01	10.1016/j.ejcon.2024.101153	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\T4EQXWIM\S0947358024002139.html [可用] | C:\Users\Sui\Zotero\storage\S7J7P3F3\Mehrjouyan 等 - 2025 - Transparency-enhanced observer-based adaptive backstepping torque–position control for teleoperation.pdf [可用]
840	2AIBBF3Q	journalArticle	Sliding-mode control for teleoperation system with uncertain kinematics and dynamics: An observer-based approach	Jianing Zhang; Fujie Wang; Guilin Wen	2023-08	10.1016/j.jfranklin.2023.06.013	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\7UJEQAK5\S0016003223003708.html [可用]
842	B99GENWY	journalArticle	Force Sensorless Admittance Control for Teleoperation of Uncertain Robot Manipulator Using Neural Networks	Chenguang Yang; Guangzhu Peng; Long Cheng; Jing Na; Zhijun Li	2021-05	10.1109/TSMC.2019.2920870	血管介入 / 增强反馈透明度理论深度的论文	4	4	C:\Users\Sui\Zotero\storage\IM5K8LDE\Yang 等 - 2021 - Force Sensorless Admittance Control for Teleoperation of Uncertain Robot Manipulator Using Neural Ne.pdf [可用] | C:\Users\Sui\Zotero\storage\QY8TAJI8\Yang 等 - 2021 - Force Sensorless Admittance Control for Teleoperation of Uncertain Robot Manipulator Using Neural Ne-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\BGVTAQ7M\Yang 等 - 2021 - Force Sensorless Admittance Control for Teleoperation of Uncertain Robot Manipulator Using Neural Ne-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\KNFM4WC5\Yang 等 - 2021 - Force Sensorless Admittance Control for Teleoperation of Uncertain Robot Manipulator Using Neural Ne-mono-cut.pdf [可用]
844	Y7NAMIPI	journalArticle	A hybrid position–rate teleoperation system	Chiedu N. Mokogwu; Keyvan Hashtrudi-Zaad	2021-07	10.1016/j.robot.2021.103781	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\2MAK76P2\S092188902100066X.html [可用] | C:\Users\Sui\Zotero\storage\FV2ISWPR\Mokogwu和Hashtrudi-Zaad - 2021 - A hybrid position–rate teleoperation system.pdf [可用]
850	S9JGLR8A	journalArticle	Event-triggered Hybrid Force Feedback Architecture With Tank-based Stabilization Method for Complicated Bilateral Teleoperation Tasks	Zhitao Gao; Fangyu Peng; Chen Chen; Yukui Zhang; Yu Wang; Rong Yan; Xiaowei Tang	2024-07	10.1007/s12555-023-0173-5	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\ZMJ94FU8\Gao 等 - 2024 - Event-triggered Hybrid Force Feedback Architecture With Tank-based Stabilization Method for Complica.pdf [可用]
852	VH779IJP	journalArticle	Stable bilateral teleoperation with phase transition and haptic feedback	Edgar Estrada; Wen Yu; Xiaoou Li	2021-02	10.1016/j.jfranklin.2020.12.027	血管介入 / 增强反馈透明度理论深度的论文 / 状态切换的稳定性	2	2	C:\Users\Sui\Zotero\storage\KGL9ERR5\S0016003220308413.html [可用] | C:\Users\Sui\Zotero\storage\8ASBWNQP\Estrada 等 - 2021 - Stable bilateral teleoperation with phase transition and haptic feedback.pdf [可用]
858	SHCY4F2L	journalArticle	Sensorless force estimation of teleoperation system based on multilayer depth Extreme Learning Machine	Mingzhang Pan; Tiecheng Su; Ke Liang; Lu Liang; Qiye Yang	2024-05	10.1016/j.asoc.2024.111494	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\JY4J69B5\S1568494624002680.html [可用] | C:\Users\Sui\Zotero\storage\LW2R6ERX\Pan 等 - 2024 - Sensorless force estimation of teleoperation system based on multilayer depth Extreme Learning Machi.pdf [可用]
861	6IP96WFM	journalArticle	An adaptive sparse general regression neural network-based force observer for teleoperation system	Mingzhang Pan; Jing Li; Qiye Yang; Yupeng Wang; Yu Tang; Lei Pan; Xianbao Jiang; Yizhong Lin; Ke Liang	2023-02	10.1016/j.engappai.2022.105689	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\GIPQD7AK\S0952197622006790.html [可用] | C:\Users\Sui\Zotero\storage\K4HXMNR4\Pan 等 - 2023 - An adaptive sparse general regression neural network-based force observer for teleoperation system.pdf [可用]
866	Y9Y533SF	journalArticle	A sensorless interaction forces estimator for bilateral teleoperation system based on online sparse Gaussian process regression	Ai Dong; Zhijiang Du; Zhiyuan Yan	2020-01	10.1016/j.mechmachtheory.2019.103620	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\8WVSBVWT\S0094114X19303325.html [可用] | C:\Users\Sui\Zotero\storage\7HWXHR7N\Dong 等 - 2020 - A sensorless interaction forces estimator for bilateral teleoperation system based on online sparse.pdf [可用]
